t,wind_phase,mean_err_m,max_err_m,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_err_rel,connectivity_rate,throughput_ratio,latency_proxy,control_overhead,task_reassign,task_cost_mean,failed_count,alive_ratio,agentic_active,agentic_ref_shift,supervisor_active,supervisor_mode,ref_shift_norm,formation_scale,smooth_alpha,int_hold,sat_frac
29.5625,1.0,97.31685972035088,128.4115506576228,97.31685972035088,128.4115506576228,97.31685972035088,128.4115506576228,17.096402927508304,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.31685972035088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
29.583333333333332,1.0,97.29584094819683,128.53733174961746,97.29584094819683,128.53733174961746,97.29584094819683,128.53733174961746,17.145898574623505,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.29584094819683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
29.604166666666668,1.0,97.2870121888261,128.6907709535535,97.2870121888261,128.6907709535535,97.2870121888261,128.6907709535535,17.18562419354651,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.2870121888261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
29.625,1.0,97.28771703624302,128.818227794503,97.28771703624302,128.818227794503,97.28771703624302,128.818227794503,17.204892139913365,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.28771703624302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
29.645833333333332,1.0,97.31611241941803,128.99457691947316,97.31611241941803,128.99457691947316,97.31611241941803,128.99457691947316,17.244510556226363,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.31611241941803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
29.666666666666668,1.0,97.36146748979121,129.18870226134996,97.36146748979121,129.18870226134996,97.36146748979121,129.18870226134996,17.289161966067997,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.36146748979121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.399857114499769
29.6875,1.0,97.41267332238651,129.3678830643336,97.41267332238651,129.3678830643336,97.41267332238651,129.3678830643336,17.327571508668377,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.41267332238651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25
29.708333333333332,1.0,97.48229086597426,129.54894749069175,97.48229086597426,129.54894749069175,97.48229086597426,129.54894749069175,17.351902851664033,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.48229086597426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
29.729166666666668,1.0,97.54036474315996,129.69708518010563,97.54036474315996,129.69708518010563,97.54036474315996,129.69708518010563,17.37603765452826,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.54036474315996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
29.75,1.0,97.5779164052309,129.84340115504074,97.5779164052309,129.84340115504074,97.5779164052309,129.84340115504074,17.428193485811693,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.5779164052309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
29.770833333333332,1.0,97.58844419182701,129.97756935538632,97.58844419182701,129.97756935538632,97.58844419182701,129.97756935538632,17.50929835482907,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.58844419182701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
29.791666666666668,1.0,97.62066877570196,130.11786670139435,97.62066877570196,130.11786670139435,97.62066877570196,130.11786670139435,17.601605397185427,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.62066877570196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.18816340418322286
29.8125,1.0,97.65131180448165,130.27883680369214,97.65131180448165,130.27883680369214,97.65131180448165,130.27883680369214,17.699483935588198,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.65131180448165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
29.833333333333332,1.0,97.68405307428154,130.45186442496066,97.68405307428154,130.45186442496066,97.68405307428154,130.45186442496066,17.80043101465057,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.68405307428154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
29.854166666666668,1.0,97.69010364854486,130.61546085208423,97.69010364854486,130.61546085208423,97.69010364854486,130.61546085208423,17.892442466050774,0.5,0.6110328241098733,1.0,0.16666666666666666,0.0,97.69010364854486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75
